city,domain,job_role,education,experience_years,skills_count,salary
Chennai,Web Development,Web Developer,MBA,0,2,405000
Pune,Software Development,Software Developer,MCA,4,5,1250000
Hyderabad,Software Development,Software Developer,M.Tech,0,2,635000
Mumbai,Data Science,Data Scientist,M.Tech,2,3,1185000
Hyderabad,Artificial Intelligence,ML Engineer,MBA,0,2,820000
Mumbai,Artificial Intelligence,ML Engineer,B.Sc,10,8,3165000
Hyderabad,Web Development,Web Developer,MBA,1,3,605000
Hyderabad,Web Development,Web Developer,B.Sc,10,7,2665000
Chennai,Artificial Intelligence,AI Engineer,Diploma,4,4,1270000
Chennai,Data Science,Data Analyst,B.Tech,2,5,740000
Bangalore,Artificial Intelligence,AI Engineer,B.Sc,4,5,1575000
Bangalore,Artificial Intelligence,AI Engineer,MCA,2,4,1325000
Chennai,Artificial Intelligence,ML Engineer,MBA,10,8,2815000
Mumbai,Software Development,Software Developer,B.Tech,10,8,2980000
Bangalore,Artificial Intelligence,AI Engineer,Diploma,2,3,1070000
Hyderabad,Data Science,Data Analyst,MCA,1,2,680000
Pune,Data Science,Data Scientist,Diploma,1,2,630000
Bangalore,Software Development,Software Developer,BCA,7,5,1985000
Chennai,Data Science,Data Analyst,B.Tech,7,5,1700000
Hyderabad,Data Science,Data Analyst,MBA,1,4,685000
Pune,Data Science,Data Analyst,B.Tech,2,3,795000
Chennai,Web Development,Web Developer,Diploma,1,3,425000
Chennai,Artificial Intelligence,ML Engineer,B.Tech,0,2,725000
Hyderabad,Web Development,Web Developer,M.Tech,1,4,775000
Delhi,Software Development,Software Developer,Diploma,0,4,455000
Mumbai,Artificial Intelligence,AI Engineer,M.Tech,2,4,1375000
Chennai,Data Science,Data Scientist,Diploma,2,3,790000
Hyderabad,Artificial Intelligence,AI Engineer,Diploma,0,4,805000
Mumbai,Software Development,Software Developer,B.Tech,1,4,780000
Pune,Artificial Intelligence,ML Engineer,Diploma,4,5,1280000
Pune,Software Development,Software Developer,MCA,7,7,1930000
Mumbai,Artificial Intelligence,ML Engineer,BCA,7,6,2270000
Pune,Data Science,Data Analyst,B.Sc,4,5,1080000
Bangalore,Data Science,Data Scientist,MCA,0,3,885000
Bangalore,Artificial Intelligence,ML Engineer,M.Tech,0,4,1045000
Pune,Data Science,Data Scientist,B.Tech,1,3,800000
Delhi,Artificial Intelligence,ML Engineer,BCA,2,4,1045000
Bangalore,Software Development,Software Developer,B.Tech,1,3,755000
Bangalore,Data Science,Data Scientist,B.Tech,7,7,2405000
Pune,Artificial Intelligence,ML Engineer,B.Sc,2,5,995000
Delhi,Artificial Intelligence,ML Engineer,BCA,0,3,775000
Hyderabad,Data Science,Data Analyst,MCA,2,5,940000
Mumbai,Software Development,Software Developer,BCA,7,7,2045000
Chennai,Data Science,Data Scientist,BCA,0,2,550000
Pune,Artificial Intelligence,AI Engineer,Diploma,10,8,2875000
Mumbai,Artificial Intelligence,AI Engineer,MCA,2,3,1260000
Hyderabad,Data Science,Data Scientist,BCA,1,4,880000
Mumbai,Data Science,Data Scientist,M.Tech,7,5,2350000
Hyderabad,Software Development,Software Developer,MBA,0,2,565000
Hyderabad,Data Science,Data Scientist,BCA,10,8,3030000
Pune,Web Development,Web Developer,B.Tech,2,4,715000
Pune,Data Science,Data Scientist,B.Tech,10,8,2890000
Delhi,Data Science,Data Analyst,B.Tech,0,3,525000
Bangalore,Data Science,Data Scientist,M.Tech,10,7,3480000
Bangalore,Web Development,Web Developer,M.Tech,4,5,1385000
Pune,Artificial Intelligence,ML Engineer,B.Sc,4,6,1410000
Hyderabad,Software Development,Software Developer,Diploma,0,4,480000
Pune,Data Science,Data Scientist,MBA,2,5,1010000
Bangalore,Artificial Intelligence,AI Engineer,MBA,10,7,3505000
Delhi,Web Development,Web Developer,MCA,7,6,1865000
Mumbai,Artificial Intelligence,AI Engineer,B.Tech,1,4,1095000
Bangalore,Data Science,Data Scientist,BCA,1,3,900000
Bangalore,Data Science,Data Scientist,BCA,2,5,1085000
Mumbai,Data Science,Data Scientist,Diploma,2,4,1005000
Bangalore,Data Science,Data Scientist,M.Tech,2,3,1275000
Pune,Software Development,Software Developer,MBA,2,3,835000
Bangalore,Data Science,Data Analyst,MBA,2,5,1010000
Mumbai,Web Development,Web Developer,MCA,7,7,2035000
Pune,Web Development,Web Developer,M.Tech,1,4,660000
Pune,Software Development,Software Developer,B.Tech,4,5,1190000
Delhi,Artificial Intelligence,AI Engineer,B.Sc,7,7,2175000
Pune,Artificial Intelligence,ML Engineer,B.Tech,2,5,1055000
Bangalore,Data Science,Data Analyst,B.Tech,0,3,545000
Bangalore,Data Science,Data Analyst,MBA,4,5,1360000
Hyderabad,Data Science,Data Scientist,BCA,0,4,755000
Pune,Artificial Intelligence,AI Engineer,M.Tech,7,7,2295000
Pune,Data Science,Data Analyst,B.Tech,0,4,540000
Pune,Artificial Intelligence,ML Engineer,B.Sc,7,7,2045000
Bangalore,Data Science,Data Analyst,MBA,10,7,3095000
Mumbai,Artificial Intelligence,ML Engineer,MCA,1,2,1040000
Hyderabad,Data Science,Data Analyst,B.Tech,1,2,635000
Mumbai,Data Science,Data Scientist,B.Sc,7,6,2165000
Mumbai,Web Development,Web Developer,B.Tech,10,9,2930000
Delhi,Artificial Intelligence,AI Engineer,MBA,0,3,830000
Pune,Data Science,Data Scientist,Diploma,7,6,1910000
Chennai,Data Science,Data Scientist,MBA,1,2,815000
Hyderabad,Web Development,Web Developer,M.Tech,2,3,825000
Delhi,Artificial Intelligence,ML Engineer,B.Sc,1,4,905000
Hyderabad,Software Development,Software Developer,M.Tech,4,5,1410000
Delhi,Web Development,Web Developer,Diploma,1,3,425000
Bangalore,Software Development,Software Developer,Diploma,7,5,1925000
Delhi,Software Development,Software Developer,B.Tech,2,4,810000
Mumbai,Data Science,Data Analyst,Diploma,1,3,500000
Chennai,Artificial Intelligence,ML Engineer,MCA,2,3,1015000
Chennai,Data Science,Data Scientist,B.Tech,4,6,1310000
Mumbai,Artificial Intelligence,ML Engineer,BCA,10,7,3215000
Delhi,Artificial Intelligence,AI Engineer,B.Tech,1,3,1010000
Chennai,Software Development,Software Developer,B.Tech,0,4,530000
Delhi,Web Development,Web Developer,MBA,7,6,1845000
Mumbai,Data Science,Data Analyst,Diploma,7,6,1915000
Mumbai,Artificial Intelligence,AI Engineer,B.Tech,7,5,2360000
Chennai,Artificial Intelligence,AI Engineer,MCA,2,5,1080000
Bangalore,Software Development,Software Developer,MBA,0,3,580000
Pune,Data Science,Data Analyst,BCA,4,4,1065000
Bangalore,Data Science,Data Analyst,B.Tech,1,3,665000
Bangalore,Artificial Intelligence,ML Engineer,MBA,2,3,1180000
Pune,Data Science,Data Analyst,MBA,10,9,2740000
Delhi,Data Science,Data Scientist,MCA,1,4,960000
Bangalore,Data Science,Data Scientist,MCA,7,7,2435000
Hyderabad,Software Development,Software Developer,B.Sc,1,2,540000
Delhi,Artificial Intelligence,ML Engineer,B.Tech,10,7,3105000
Chennai,Software Development,Software Developer,B.Tech,1,3,560000
Mumbai,Data Science,Data Analyst,M.Tech,4,6,1465000
Chennai,Data Science,Data Analyst,MCA,10,9,2600000
Mumbai,Software Development,Software Developer,MBA,10,9,3055000
Delhi,Data Science,Data Scientist,M.Tech,0,3,810000
Chennai,Artificial Intelligence,ML Engineer,MBA,2,5,1100000
Chennai,Software Development,Software Developer,B.Sc,2,4,665000
Mumbai,Data Science,Data Scientist,BCA,2,3,1035000
Hyderabad,Software Development,Software Developer,Diploma,10,7,2720000
Bangalore,Artificial Intelligence,AI Engineer,BCA,1,4,1070000
Hyderabad,Artificial Intelligence,ML Engineer,B.Tech,7,5,2270000
Delhi,Web Development,Web Developer,MCA,2,4,765000
Bangalore,Data Science,Data Analyst,M.Tech,7,6,2200000
Bangalore,Artificial Intelligence,ML Engineer,MBA,4,6,1710000
Bangalore,Data Science,Data Analyst,MCA,2,3,910000
Delhi,Artificial Intelligence,ML Engineer,MBA,2,3,1100000
Delhi,Data Science,Data Analyst,Diploma,1,4,505000
Delhi,Data Science,Data Analyst,MCA,4,6,1285000
Hyderabad,Artificial Intelligence,AI Engineer,B.Sc,10,8,3155000
Delhi,Data Science,Data Scientist,Diploma,0,2,570000
Chennai,Artificial Intelligence,ML Engineer,M.Tech,4,5,1500000
Bangalore,Artificial Intelligence,ML Engineer,MCA,1,3,1040000
Mumbai,Data Science,Data Scientist,B.Sc,10,9,3230000
Delhi,Web Development,Web Developer,MBA,10,9,2755000
Chennai,Software Development,Software Developer,BCA,0,3,405000
Mumbai,Artificial Intelligence,AI Engineer,MBA,10,8,3425000
Delhi,Artificial Intelligence,AI Engineer,Diploma,2,5,1035000
Pune,Artificial Intelligence,ML Engineer,Diploma,7,7,2015000
Pune,Data Science,Data Scientist,MBA,10,9,2925000
Mumbai,Software Development,Software Developer,B.Tech,0,2,535000
Chennai,Data Science,Data Analyst,Diploma,0,3,340000
Mumbai,Artificial Intelligence,ML Engineer,B.Tech,0,3,870000
Delhi,Artificial Intelligence,AI Engineer,MCA,7,6,2280000
Hyderabad,Web Development,Web Developer,MCA,0,2,435000
Mumbai,Artificial Intelligence,AI Engineer,MCA,1,3,1105000
Pune,Web Development,Web Developer,Diploma,2,3,585000
Chennai,Software Development,Software Developer,MCA,7,6,1850000
Hyderabad,Artificial Intelligence,ML Engineer,Diploma,7,6,2095000
Bangalore,Web Development,Web Developer,B.Tech,7,6,2075000
Bangalore,Data Science,Data Scientist,BCA,0,4,770000
Mumbai,Artificial Intelligence,AI Engineer,B.Sc,0,4,810000
Bangalore,Data Science,Data Analyst,M.Tech,0,4,705000
Bangalore,Data Science,Data Scientist,B.Tech,1,4,1040000
Bangalore,Software Development,Software Developer,BCA,2,3,840000
Chennai,Artificial Intelligence,AI Engineer,BCA,1,2,805000
Pune,Artificial Intelligence,ML Engineer,MCA,10,8,2950000
Mumbai,Artificial Intelligence,AI Engineer,B.Sc,4,5,1525000
Pune,Data Science,Data Scientist,Diploma,0,4,600000
Pune,Artificial Intelligence,ML Engineer,MCA,7,7,2120000
Bangalore,Web Development,Web Developer,Diploma,1,2,455000
Hyderabad,Artificial Intelligence,ML Engineer,B.Tech,2,3,1075000
Bangalore,Data Science,Data Scientist,Diploma,10,9,3255000
Mumbai,Artificial Intelligence,ML Engineer,M.Tech,7,7,2445000
Hyderabad,Software Development,Software Developer,Diploma,4,5,1095000
Bangalore,Artificial Intelligence,AI Engineer,M.Tech,1,2,1170000
Delhi,Artificial Intelligence,ML Engineer,Diploma,0,2,675000
Pune,Web Development,Web Developer,B.Sc,4,6,1000000
Delhi,Data Science,Data Scientist,BCA,4,4,1340000
Delhi,Software Development,Software Developer,B.Sc,2,5,780000
Chennai,Artificial Intelligence,AI Engineer,MBA,4,4,1420000
Hyderabad,Data Science,Data Scientist,B.Sc,2,5,995000
Mumbai,Data Science,Data Scientist,MBA,4,4,1535000
Chennai,Web Development,Web Developer,MBA,10,8,2545000
Mumbai,Artificial Intelligence,ML Engineer,BCA,1,3,900000
Delhi,Data Science,Data Analyst,MCA,2,5,910000
Pune,Artificial Intelligence,AI Engineer,MCA,0,3,820000
Pune,Web Development,Web Developer,MBA,0,3,410000
Chennai,Data Science,Data Scientist,B.Sc,2,4,880000
Mumbai,Data Science,Data Analyst,Diploma,2,4,765000
Pune,Data Science,Data Analyst,MBA,4,6,1240000
Delhi,Artificial Intelligence,AI Engineer,B.Sc,1,4,920000
Mumbai,Software Development,Software Developer,B.Sc,7,6,1965000
Mumbai,Software Development,Software Developer,Diploma,10,7,2820000
Pune,Web Development,Web Developer,M.Tech,7,6,1830000
Bangalore,Data Science,Data Scientist,BCA,4,4,1450000
Delhi,Artificial Intelligence,AI Engineer,MCA,10,8,3170000
Bangalore,Artificial Intelligence,ML Engineer,B.Sc,1,2,900000
Chennai,Artificial Intelligence,ML Engineer,MCA,10,9,2865000
Chennai,Data Science,Data Scientist,BCA,10,7,2670000
Mumbai,Artificial Intelligence,AI Engineer,MBA,1,2,1025000
Bangalore,Data Science,Data Analyst,MBA,7,6,2115000
Mumbai,Artificial Intelligence,AI Engineer,MCA,7,7,2500000
Hyderabad,Data Science,Data Analyst,M.Tech,10,7,3015000
Hyderabad,Artificial Intelligence,AI Engineer,MCA,10,7,3285000
Bangalore,Artificial Intelligence,AI Engineer,B.Tech,1,3,1120000
Bangalore,Software Development,Software Developer,M.Tech,4,5,1445000
Delhi,Artificial Intelligence,AI Engineer,MBA,7,7,2280000
Hyderabad,Data Science,Data Scientist,MBA,4,4,1505000
Pune,Artificial Intelligence,AI Engineer,B.Sc,2,4,985000
Bangalore,Software Development,Software Developer,Diploma,1,3,575000
Pune,Web Development,Web Developer,M.Tech,0,3,495000
Pune,Data Science,Data Analyst,BCA,0,4,430000
Mumbai,Web Development,Web Developer,M.Tech,0,2,590000
Delhi,Software Development,Software Developer,B.Sc,4,4,1140000
Chennai,Data Science,Data Analyst,MBA,2,4,795000
Chennai,Artificial Intelligence,AI Engineer,B.Tech,1,4,930000
Chennai,Data Science,Data Scientist,M.Tech,7,6,2090000
Chennai,Data Science,Data Analyst,Diploma,7,7,1645000
Chennai,Web Development,Web Developer,B.Sc,0,4,350000
Hyderabad,Data Science,Data Analyst,B.Tech,10,7,2875000
Chennai,Software Development,Software Developer,B.Tech,2,4,745000
Bangalore,Artificial Intelligence,AI Engineer,B.Sc,1,4,1025000
Pune,Software Development,Software Developer,MBA,1,2,650000
Mumbai,Data Science,Data Analyst,MCA,10,7,2990000
Pune,Software Development,Software Developer,BCA,10,9,2685000
Hyderabad,Software Development,Software Developer,MBA,10,9,2995000
Bangalore,Software Development,Software Developer,B.Sc,0,4,575000
Delhi,Artificial Intelligence,ML Engineer,Diploma,10,7,2930000
Mumbai,Web Development,Web Developer,MCA,10,8,2945000
Delhi,Data Science,Data Scientist,B.Sc,2,3,970000
Hyderabad,Data Science,Data Analyst,BCA,1,3,625000
Chennai,Artificial Intelligence,AI Engineer,M.Tech,7,6,2155000
Chennai,Artificial Intelligence,AI Engineer,Diploma,10,7,2755000
Chennai,Web Development,Web Developer,B.Sc,7,7,1685000
Chennai,Artificial Intelligence,ML Engineer,Diploma,2,3,860000
Pune,Data Science,Data Analyst,B.Sc,1,2,485000
Bangalore,Artificial Intelligence,AI Engineer,MCA,0,2,925000
Bangalore,Software Development,Software Developer,B.Tech,10,8,3125000
Pune,Data Science,Data Analyst,M.Tech,10,7,2765000
Hyderabad,Software Development,Software Developer,B.Sc,7,5,1865000
Pune,Web Development,Web Developer,MBA,4,5,1095000
Delhi,Artificial Intelligence,ML Engineer,MBA,7,7,2280000
Pune,Artificial Intelligence,AI Engineer,Diploma,2,5,1040000
Delhi,Software Development,Software Developer,MCA,1,4,695000
Delhi,Software Development,Software Developer,MBA,2,4,890000
Bangalore,Data Science,Data Scientist,Diploma,7,7,2260000
Pune,Artificial Intelligence,AI Engineer,Diploma,4,6,1370000
Chennai,Artificial Intelligence,AI Engineer,MCA,10,9,2970000
Mumbai,Web Development,Web Developer,MBA,4,5,1215000
Chennai,Software Development,Software Developer,MCA,1,4,700000
Mumbai,Web Development,Web Developer,B.Tech,1,4,640000
Bangalore,Artificial Intelligence,AI Engineer,BCA,2,4,1190000
Bangalore,Data Science,Data Analyst,BCA,0,2,475000
Bangalore,Artificial Intelligence,ML Engineer,B.Tech,0,3,925000
Pune,Software Development,Software Developer,Diploma,2,4,685000
Pune,Software Development,Software Developer,MBA,10,7,2735000
Mumbai,Software Development,Software Developer,MBA,1,3,760000
Chennai,Data Science,Data Scientist,MCA,7,5,2010000
Hyderabad,Artificial Intelligence,AI Engineer,MCA,4,4,1605000
Delhi,Web Development,Web Developer,B.Tech,1,4,640000
Pune,Artificial Intelligence,ML Engineer,B.Tech,1,2,875000
Delhi,Data Science,Data Analyst,M.Tech,1,3,710000
Pune,Artificial Intelligence,ML Engineer,B.Tech,4,5,1375000
Hyderabad,Software Development,Software Developer,MBA,7,7,2005000
Pune,Data Science,Data Analyst,B.Sc,10,9,2580000
Chennai,Artificial Intelligence,AI Engineer,B.Tech,2,3,990000
Hyderabad,Software Development,Software Developer,Diploma,1,4,540000
Chennai,Artificial Intelligence,AI Engineer,MBA,10,7,2895000
Hyderabad,Software Development,Software Developer,M.Tech,2,4,950000
Mumbai,Software Development,Software Developer,M.Tech,7,7,2185000
Delhi,Artificial Intelligence,ML Engineer,BCA,4,5,1395000
Chennai,Web Development,Web Developer,BCA,2,5,665000
Delhi,Web Development,Web Developer,BCA,0,4,380000
Pune,Software Development,Software Developer,BCA,2,3,725000
Chennai,Web Development,Web Developer,M.Tech,7,5,1760000
Mumbai,Artificial Intelligence,ML Engineer,BCA,4,5,1475000
Hyderabad,Data Science,Data Scientist,BCA,2,5,1095000
Pune,Data Science,Data Scientist,MCA,4,4,1345000
Mumbai,Artificial Intelligence,ML Engineer,BCA,0,4,800000
Bangalore,Data Science,Data Scientist,B.Sc,4,5,1495000
Hyderabad,Web Development,Web Developer,Diploma,2,4,665000
Delhi,Web Development,Web Developer,B.Tech,10,7,2705000
Hyderabad,Data Science,Data Scientist,BCA,7,7,2155000
Chennai,Artificial Intelligence,AI Engineer,MCA,7,5,2025000
Mumbai,Artificial Intelligence,AI Engineer,B.Sc,1,3,960000
Bangalore,Data Science,Data Analyst,MBA,0,2,540000
Hyderabad,Data Science,Data Scientist,MBA,7,6,2220000
Chennai,Data Science,Data Scientist,BCA,7,7,1890000
Mumbai,Artificial Intelligence,ML Engineer,MCA,10,7,3335000
Pune,Data Science,Data Scientist,B.Sc,0,2,600000
Chennai,Data Science,Data Scientist,B.Tech,10,7,2720000
Chennai,Web Development,Web Developer,B.Sc,2,4,570000
Hyderabad,Web Development,Web Developer,B.Sc,0,3,370000
Delhi,Software Development,Software Developer,B.Tech,4,6,1285000
Delhi,Artificial Intelligence,ML Engineer,B.Tech,7,7,2245000
Mumbai,Web Development,Web Developer,M.Tech,7,6,2095000
Chennai,Artificial Intelligence,AI Engineer,M.Tech,1,3,1020000
Pune,Data Science,Data Analyst,Diploma,1,3,465000
Mumbai,Data Science,Data Analyst,BCA,2,4,830000
Chennai,Software Development,Software Developer,M.Tech,7,7,1900000
Pune,Artificial Intelligence,AI Engineer,MCA,10,7,3035000
Bangalore,Data Science,Data Scientist,B.Tech,2,3,1130000
Chennai,Web Development,Web Developer,MCA,1,4,570000
Chennai,Data Science,Data Scientist,BCA,1,3,700000
Hyderabad,Web Development,Web Developer,Diploma,0,4,385000
Chennai,Data Science,Data Analyst,MCA,7,7,1765000
Mumbai,Artificial Intelligence,ML Engineer,B.Sc,4,6,1490000
Hyderabad,Artificial Intelligence,AI Engineer,BCA,1,3,905000
Delhi,Software Development,Software Developer,Diploma,2,5,735000
Mumbai,Web Development,Web Developer,M.Tech,4,5,1370000
Hyderabad,Artificial Intelligence,AI Engineer,MBA,4,4,1545000
Chennai,Software Development,Software Developer,M.Tech,10,9,2705000
Delhi,Artificial Intelligence,ML Engineer,Diploma,7,6,2045000
Chennai,Artificial Intelligence,AI Engineer,Diploma,7,5,1905000
Chennai,Artificial Intelligence,ML Engineer,M.Tech,7,7,2080000
Bangalore,Artificial Intelligence,ML Engineer,M.Tech,2,4,1305000
Chennai,Artificial Intelligence,AI Engineer,MCA,0,3,830000
Bangalore,Data Science,Data Scientist,M.Tech,1,3,1035000
Hyderabad,Data Science,Data Analyst,Diploma,7,7,1880000
Mumbai,Artificial Intelligence,AI Engineer,Diploma,7,7,2265000
Chennai,Data Science,Data Analyst,B.Sc,7,7,1740000
Bangalore,Data Science,Data Analyst,B.Sc,4,4,1250000
Bangalore,Data Science,Data Scientist,BCA,7,7,2360000
Chennai,Artificial Intelligence,ML Engineer,BCA,2,5,950000
Mumbai,Data Science,Data Scientist,BCA,4,5,1475000
Pune,Artificial Intelligence,ML Engineer,B.Sc,0,3,715000
Hyderabad,Artificial Intelligence,AI Engineer,MCA,2,4,1265000
Chennai,Software Development,Software Developer,B.Sc,0,4,450000
Chennai,Software Development,Software Developer,MCA,4,6,1150000
Hyderabad,Data Science,Data Analyst,BCA,0,2,430000
Pune,Data Science,Data Analyst,M.Tech,2,4,925000
Bangalore,Data Science,Data Scientist,MBA,10,9,3375000
Delhi,Software Development,Software Developer,B.Tech,1,4,740000
Mumbai,Software Development,Software Developer,Diploma,4,6,1230000
Pune,Data Science,Data Analyst,B.Sc,0,3,440000
Delhi,Artificial Intelligence,ML Engineer,BCA,7,6,2100000
Bangalore,Data Science,Data Analyst,Diploma,7,5,1915000
Hyderabad,Software Development,Software Developer,M.Tech,1,2,780000
Pune,Artificial Intelligence,AI Engineer,B.Tech,0,3,850000
Hyderabad,Artificial Intelligence,ML Engineer,MBA,2,5,1155000
Hyderabad,Artificial Intelligence,AI Engineer,B.Tech,4,4,1510000
Bangalore,Artificial Intelligence,ML Engineer,MBA,0,4,945000
Delhi,Software Development,Software Developer,B.Tech,7,5,1880000
Bangalore,Artificial Intelligence,ML Engineer,B.Tech,4,5,1615000
Chennai,Artificial Intelligence,AI Engineer,MBA,7,5,2020000
Hyderabad,Artificial Intelligence,ML Engineer,BCA,10,8,3105000
Mumbai,Artificial Intelligence,ML Engineer,B.Tech,2,5,1230000
Mumbai,Web Development,Web Developer,MCA,0,4,555000
Chennai,Artificial Intelligence,AI Engineer,B.Sc,7,5,1920000
Hyderabad,Artificial Intelligence,ML Engineer,MCA,0,4,860000
Delhi,Data Science,Data Analyst,MCA,1,3,670000
Chennai,Artificial Intelligence,ML Engineer,Diploma,1,4,785000
Mumbai,Web Development,Web Developer,MBA,2,5,840000
Bangalore,Software Development,Software Developer,BCA,1,3,690000
Hyderabad,Web Development,Web Developer,B.Tech,10,7,2840000
Pune,Artificial Intelligence,ML Engineer,MBA,0,2,765000
Delhi,Data Science,Data Scientist,M.Tech,1,4,990000
Mumbai,Artificial Intelligence,ML Engineer,MBA,1,2,1005000
Delhi,Data Science,Data Analyst,B.Tech,1,3,670000
Chennai,Artificial Intelligence,AI Engineer,MBA,2,3,1090000
Chennai,Artificial Intelligence,ML Engineer,B.Sc,2,3,865000
Chennai,Web Development,Web Developer,MCA,7,6,1725000
Chennai,Artificial Intelligence,ML Engineer,M.Tech,2,5,1105000
Mumbai,Data Science,Data Scientist,MCA,10,7,3275000
Pune,Data Science,Data Scientist,BCA,4,5,1330000
Bangalore,Web Development,Web Developer,BCA,0,2,385000
Pune,Artificial Intelligence,AI Engineer,BCA,2,3,1010000
Pune,Software Development,Software Developer,MCA,2,5,915000
Mumbai,Artificial Intelligence,AI Engineer,BCA,2,3,1090000
Mumbai,Artificial Intelligence,ML Engineer,MCA,4,5,1630000
Bangalore,Artificial Intelligence,ML Engineer,B.Tech,10,8,3430000
Bangalore,Web Development,Web Developer,B.Tech,1,4,690000
Bangalore,Web Development,Web Developer,B.Tech,10,7,2985000
Delhi,Data Science,Data Analyst,MCA,0,2,560000
Pune,Artificial Intelligence,ML Engineer,MBA,4,4,1440000
Bangalore,Artificial Intelligence,ML Engineer,B.Sc,7,6,2320000
Pune,Data Science,Data Analyst,MCA,0,2,510000
Chennai,Data Science,Data Analyst,M.Tech,10,7,2650000
Bangalore,Artificial Intelligence,ML Engineer,M.Tech,10,7,3510000
Mumbai,Software Development,Software Developer,MBA,4,5,1300000
Mumbai,Artificial Intelligence,ML Engineer,M.Tech,1,3,1055000
Mumbai,Artificial Intelligence,AI Engineer,M.Tech,4,4,1705000
Hyderabad,Web Development,Web Developer,BCA,10,9,2750000
Bangalore,Web Development,Web Developer,B.Sc,4,5,1190000
Bangalore,Artificial Intelligence,AI Engineer,B.Tech,0,3,950000
Chennai,Web Development,Web Developer,B.Sc,1,3,475000
